date,year,month,state,count
2019-11,2019,11,ME,32
2019-11,2019,11,MI,1720
2019-11,2019,11,MN,3544
2019-11,2019,11,MO,640
2019-11,2019,11,MS,158
2019-11,2019,11,MT,10
2019-11,2019,11,NC,3863
2019-11,2019,11,NE,326
2019-11,2019,11,NH,144
2019-11,2019,11,NJ,792
2019-11,2019,11,NM,129
2019-11,2019,11,NV,213
2019-11,2019,11,NY,3320
2019-11,2019,11,OH,1303
2019-11,2019,11,OK,1388
2019-11,2019,11,OR,3151
2019-11,2019,11,PA,1743
2019-11,2019,11,RI,242
2019-11,2019,11,SC,5852
2019-11,2019,11,TN,1895
2019-11,2019,11,TX,6769
2019-11,2019,11,UT,1858
2019-11,2019,11,VA,1856
2019-11,2019,11,VT,25
2019-11,2019,11,WA,1111
2019-11,2019,11,WI,502
2019-11,2019,11,WV,11
2019-11,2019,11,WY,5
2019-12,2019,12,AL,1488
2019-12,2019,12,AR,60
2019-12,2019,12,AZ,1744
2019-12,2019,12,CA,34944
2019-12,2019,12,CO,1255
2019-12,2019,12,CT,472
2019-12,2019,12,DC,112
2019-12,2019,12,DE,165
2019-12,2019,12,FL,4860
2019-12,2019,12,GA,1838
2019-12,2019,12,IA,265
2019-12,2019,12,ID,56
2019-12,2019,12,IL,1887
2019-12,2019,12,IN,667
2019-12,2019,12,KS,138
2019-12,2019,12,KY,501
2019-12,2019,12,LA,1238
2019-12,2019,12,MA,886
2019-12,2019,12,MD,1104
2019-12,2019,12,ME,54
2019-12,2019,12,MI,1336
2019-12,2019,12,MN,6306
2019-12,2019,12,MO,690
2019-12,2019,12,MS,166
2019-12,2019,12,MT,2
2019-12,2019,12,NC,3063
2019-12,2019,12,NE,350
2019-12,2019,12,NH,274
2019-12,2019,12,NJ,1002
2019-12,2019,12,NM,128
2019-12,2019,12,NV,243
2019-12,2019,12,NY,3133
2019-12,2019,12,OH,1297
2019-12,2019,12,OK,1206
2019-12,2019,12,OR,3606
2019-12,2019,12,PA,1903
2019-12,2019,12,RI,222
2019-12,2019,12,SC,5725
2019-12,2019,12,TN,1618
2019-12,2019,12,TX,6070
2019-12,2019,12,UT,2256
2019-12,2019,12,VA,2061
2019-12,2019,12,VT,25
2019-12,2019,12,WA,1133
2019-12,2019,12,WI,446
2019-12,2019,12,WV,11
2019-12,2019,12,WY,8
